bulan,tahun,jenis,kode_trayek,trayek,jumlah_penumpang
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-28,PASAR REBO - TAMAN WILADATIKA,130669
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-29,TANJUNG PRIOK - KELAPA GADING,176281
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-30,MERUYA - CITRALAND,271353
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-31,PONDOK LABU - BLOK M,150204
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-32,PETUKANGAN - LEBAK BULUS,181242
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-33,PULO GADUNG - KOTA,66053
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-34,RAWAMANGUN - KLENDER,101746
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-36,CILANGKAP - CILILITAN,148565
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,141777
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-38,BULAK RINGIN - KAMPUNG RAMBUTAN,125348
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-39,DUREN SAWIT - KALIMALANG,91457
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-40,PULOGEBANG - TAMAN HARAPAN BARU,64408
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-42,PONDOK KELAPA - KAMPUNG MELAYU,4381
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-43,TONGTEK - CILILTAN,0
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-44,ANDARA - LENTENG AGUNG,95523
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-45,LEBAK BULUS - RAGUNAN,126875
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-47,PASAR MINGGU - CIGANJUR,97308
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-49,LEBAK BULUS - CIPULIR,0
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-50,KALIDERES - PURI KEMBANGAN,107291
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-51,TAMAN KOTA - BUDI LUHUR,232669
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-52,KALIDERES - ANGKE,0
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-54,GROGOL - BENHIL,0
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-56,GROGOL - SRENGSENG,60082
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-58,CILINCING - ROROTAN,133076
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-59,RAWASENGON - RAWAMANGUN,143444
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,9672
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-61,PULOGADUNG - CEMPAKA PUTIH,67136
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-64,LENTENG AGUNG - ASELI,86996
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-72,KAMPUNG RAMBUTAN - PASAR REBO VIA PONCOL,183598
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-73,CIBUBUR - JAMBORE,0
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-74,RAWAMANGUN - CIPINANG,0
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-75,CILILITAN - KAMPUNG PULO,94199
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-77,TANJUNG PRIOK - JEMBATAN HITAM,90669
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-80,RAWA BUAYA - RAWA KOMPENI,0
November,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-84,KAMPUNG MELAYU - KAPIN RAYA,0
November,2019,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,53087
November,2019,ANGKUTAN WISATA,BW2,JAKARTA MODERN,36611
November,2019,ANGKUTAN WISATA,BW4,PENCAKAR LANGIT,1833
November,2019,ANGKUTAN WISATA,BW3,KESENIAN DAN KULINER,12121
November,2019,ANGKUTAN WISATA,BW5,WISATA KALIJODO,11818
November,2019,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,2314
November,2019,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,8875
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,2134
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,23734
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4676
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,27143
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,8337
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,7885
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,3295
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,651
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,4685
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,11551
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,7286
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,32259
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8797
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,44193
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3377
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,3854
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,7105
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,9653
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),12748
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,28408
November,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,762
November,2019,LAMPIRAN LAYANAN GRATIS BRT,PNS,GRATIS PNS DKI DAN PENSIUNAN PNS,40921
November,2019,LAMPIRAN LAYANAN GRATIS BRT,TKD,GRATIS TENAGA KONTRAK DKI,20126
November,2019,LAMPIRAN LAYANAN GRATIS BRT,KJP,GRATIS PENERIMA KJP,38445
November,2019,LAMPIRAN LAYANAN GRATIS BRT,KST,GRATIS KARYAWAN SWASTA TERTENTU,5983
November,2019,LAMPIRAN LAYANAN GRATIS BRT,RSN,GRATIS PENGHUNI RUMAH SUSUN,20614
November,2019,LAMPIRAN LAYANAN GRATIS BRT,PAS,GRATIS KTP KEPULAUAN SERIBU,500
November,2019,LAMPIRAN LAYANAN GRATIS BRT,PBS,GRATIS PENERIMA RASKIN,2353
November,2019,LAMPIRAN LAYANAN GRATIS BRT,TNI,GRATIS TNI/POLRI,37
November,2019,LAMPIRAN LAYANAN GRATIS BRT,VET,GRATIS VETERAN,0
November,2019,LAMPIRAN LAYANAN GRATIS BRT,KPD,GRATIS PENYANDANG DISABILITAS,8107
November,2019,LAMPIRAN LAYANAN GRATIS BRT,PLU,GRATIS LANSIA,405165
November,2019,LAMPIRAN LAYANAN GRATIS BRT,MAR,GRATIS MARBOT,0
November,2019,LAMPIRAN LAYANAN GRATIS BRT,PAUD,GRATIS PAUD,6534
November,2019,LAMPIRAN LAYANAN GRATIS BRT,JMT,GRATIS JUMANTIK,7093
November,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B11,HALTE MM BARAT,1026
November,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B12,HALTE SUMARECON BEKASI,536
November,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B21,HALTE BULAK KAPAL,102
November,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,B22,HALTE BTC,300
November,2019,LAMPIRAN RINCIAN GRATIS GATE NON BRT,6C,HALTE TEBET,883
Desember,2019,BRT,1,KORIDOR 1 (BLOK M - KOTA),2686458
Desember,2019,BRT,2,KORIDOR 2 (PULOGADUNG 1 - HARMONI),936927
Desember,2019,BRT,3,KORIDOR 3 (KALIDERES - PASAR BARU),1127029
Desember,2019,BRT,4,KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2),784864
Desember,2019,BRT,5,KORIDOR 5 (KAMPUNG MELAYU - ANCOL),1161894
Desember,2019,BRT,6,KORIDOR 6 (RAGUNAN - DUKUH ATAS 2),1089313
Desember,2019,BRT,7,KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU),1109984
Desember,2019,BRT,8,KORIDOR 8 (LEBAK BULUS - HARMONI),1140845
Desember,2019,BRT,9,KORIDOR 9 (PINANG RANTI - PLUIT),1562871
Desember,2019,BRT,10,KORIDOR 10 (PGC 2 - PLUIT),872266
Desember,2019,BRT,11,KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU),367451
Desember,2019,BRT,12,KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK),303913
Desember,2019,BRT,13,KORIDOR 13 (CBD CILEDUG - BLOK M),796166
Desember,2019,ANGKUTAN UMUM INTEGRASI,1A,PIK - BALAIKOTA,121138
Desember,2019,ANGKUTAN UMUM INTEGRASI,1B,STASIUN PALMERAH - TOSARI,61248
Desember,2019,ANGKUTAN UMUM INTEGRASI,1F,STASIUN PALMERAH - BUNDARAN SENAYAN,34124
Desember,2019,ANGKUTAN UMUM INTEGRASI,1C,PESANGGRAHAN - BLOK M,64548
Desember,2019,ANGKUTAN UMUM INTEGRASI,1E,PONDOK LABU - BLOK M,164306
Desember,2019,ANGKUTAN UMUM INTEGRASI,1H,STASIUN TANAH ABANG - STASIUN GONDANGDIA,69069
Desember,2019,ANGKUTAN UMUM INTEGRASI,1M ,BLOK M - MERUYA,56927
Desember,2019,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,40223
Desember,2019,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,27335
Desember,2019,ANGKUTAN UMUM INTEGRASI,1Q,REMPOA - BLOK M,68681
Desember,2019,ANGKUTAN UMUM INTEGRASI,1R,STASIUN PASAR SENEN - STASIUN TANAH ABANG,4814
Desember,2019,ANGKUTAN UMUM INTEGRASI,2K,JGC - HARAPAN INDAH,0
Desember,2019,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,41582
Desember,2019,ANGKUTAN UMUM INTEGRASI,3E,SENTRALAND CENGKARENG - PURI KEMBANGAN,5928
Desember,2019,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,28977
Desember,2019,ANGKUTAN UMUM INTEGRASI,4B,STASIUN MANGGARAI - UI,198762
Desember,2019,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,5524
Desember,2019,ANGKUTAN UMUM INTEGRASI,4F,PONDOK GEDE - PULOGADUNG 2,139702
Desember,2019,ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - SAM RATULANGI,101
Desember,2019,ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,4103
Desember,2019,ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,13716
Desember,2019,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,1627
Desember,2019,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,39027
Desember,2019,ANGKUTAN UMUM INTEGRASI,5B,STASIUN TEBET - BIDARA CINA,40329
Desember,2019,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,69542
Desember,2019,ANGKUTAN UMUM INTEGRASI,6C,STASIUN TEBET - KARET VIA PATRA KUNINGAN,226161
Desember,2019,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - STASIUN SENEN,111506
Desember,2019,ANGKUTAN UMUM INTEGRASI,6M,BLOK M - STASIUN MANGGARAI,78075
Desember,2019,ANGKUTAN UMUM INTEGRASI,6N,RAGUNAN - BLOK M VIA KEMANG,8139
Desember,2019,ANGKUTAN UMUM INTEGRASI,6Q,EPICENTRUM - CASABLANCA,13143
Desember,2019,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,101299
Desember,2019,ANGKUTAN UMUM INTEGRASI,7B,KAMPUNG RAMBUTAN - BLOK M,112005
Desember,2019,ANGKUTAN UMUM INTEGRASI,7D,PANCORAN - TMII,87217
Desember,2019,ANGKUTAN UMUM INTEGRASI,7E,KAMPUNG RAMBUTAN - RAGUNAN,1548
Desember,2019,ANGKUTAN UMUM INTEGRASI,7N,GANDARIA - KAMPUNG RAMBUTAN,6532
Desember,2019,ANGKUTAN UMUM INTEGRASI,7P,PONDOK KELAPA - BKN,36124
Desember,2019,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,68911
Desember,2019,ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,86605
Desember,2019,ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,5569
Desember,2019,ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,45704
Desember,2019,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,14745
Desember,2019,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,62755
Desember,2019,ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,66439
Desember,2019,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,17591
Desember,2019,ANGKUTAN UMUM INTEGRASI,11D,PULOGEBANG - PULOGADUNG 2 VIA PIK,93599
Desember,2019,ANGKUTAN UMUM INTEGRASI,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,74377
Desember,2019,ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,8
Desember,2019,ANGKUTAN UMUM INTEGRASI,11U,PULOGEBANG - STASIUN CAKUNG VIA CILINCING,9824
Desember,2019,ANGKUTAN UMUM INTEGRASI,12A,PELABUHAN KALIADEM - KOTA,19366
Desember,2019,ANGKUTAN UMUM INTEGRASI,12B,PLUIT - STASIUN SENEN,4785
Desember,2019,ANGKUTAN UMUM INTEGRASI,12E,HISTORY OF JAKARTA EXPLORER,668
Desember,2019,ANGKUTAN UMUM INTEGRASI,12K,ASEMKA EXPLORER,7104
Desember,2019,ANGKUTAN UMUM INTEGRASI,MR1,CSW - PAKUBUWONO,1019
Desember,2019,ANGKUTAN UMUM INTEGRASI,MR2,CSW - KRAMAT PELA,9604
Desember,2019,ANGKUTAN UMUM INTEGRASI,MR3,CSW - WIJAYA,1869
Desember,2019,ANGKUTAN UMUM INTEGRASI,MR5,STASIUN MRT BLOK A - RADIO DALAM,657
Desember,2019,ANGKUTAN UMUM INTEGRASI,MR8,CIPETE - ANTASARI,6936
Desember,2019,ANGKUTAN UMUM INTEGRASI,MR9,SOUTH QUARTER - LEBAK BULUS,10527
Desember,2019,ANGKUTAN UMUM INTEGRASI,10K,SENIN - TANJUNG PRIOK,58633
Desember,2019,ANGKUTAN UMUM INTEGRASI,10F,LRT PEGANGSAAN - KELAPA GADING,4616
Desember,2019,ANGKUTAN UMUM INTEGRASI,6R,RAGUNAN - FATMAWATI,1662
Desember,2019,ANGKUTAN UMUM INTEGRASI,5M,KAMPUNG MELAYU - TANAH ABANG VIA CIKINI,74993
Desember,2019,ANGKUTAN UMUM INTEGRASI,5N,KAMPUNG MELAYU - RAGUNAN,20836
Desember,2019,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,69896
Desember,2019,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,50134
Desember,2019,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,8757
Desember,2019,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,52863
Desember,2019,TRANSJABODETABEK,D11,DEPOK - BKN,121455
Desember,2019,TRANSJABODETABEK,D21,UI - LEBAK BULUS,144074
Desember,2019,TRANSJABODETABEK,S11,BSD - GROGOL 2,115398
Desember,2019,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,162095
Desember,2019,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,101081
Desember,2019,TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,5381
Desember,2019,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,231958
Desember,2019,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,82019
Desember,2019,TRANSJABODETABEK,7C,CIBUBUR - BKN,180652
Desember,2019,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,117407
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B13,BEKASI BARAT - BLOK M,18577
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B14,BEKASI BARAT - KUNINGAN,15774
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B23,BEKASI TIMUR - TEBET,872
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B24,BEKASI TIMUR - KALIDERES,1952
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1K,CIBUBUR JUNCTION - BLOK M,18061
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1T,CIBUBUR - KOTA,1537
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,6P,CIBUBUR - KUNINGAN,17382
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,1U,TAMAN MINI - BALAI KOTA,5803
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,D31,CINERE - KUNINGAN,174
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,S31,BINTARO - BLOK M VIA JORR,12855
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,S12,BSD - MRT FATMAWATI,15991
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B15,JATI BENING - BLOK M,4594
Desember,2019, ANGKUTAN EKSEKUTIF ROYAL TRANS ,B16,JATI BENING - KUNINGAN,1638
Desember,2019, ANGKUTAN UMUM LAINNYA ,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),397176
Desember,2019, ANGKUTAN UMUM LAINNYA ,GR2,TANAH ABANG EXPLORER,262534
Desember,2019, ANGKUTAN UMUM LAINNYA ,TJC,TRANSJAKARTA CARES,4801
Desember,2019, ANGKUTAN UMUM LAINNYA ,G1,GRATIS GATE NON BRT,394
Desember,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN RT/RW JUMANTIK,1337
Desember,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PRA PON GULAT,0
Desember,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN KEGIATAN PERTIKAWAN,0
Desember,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN KORPRI DKI,0
Desember,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PPAPP,700
Desember,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN CRISTMAST,135
Desember,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN HARI JUANG TNI,988
Desember,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN HARI DISABILITAS,100
Desember,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN PACTO,200
Desember,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN JARINGAN MISKIN KPOTA,200
Desember,2019, ANGKUTAN UMUM LAINNYA ,,SHUTLE BUS IRTI MONAS,550
Desember,2019, ANGKUTAN UMUM LAINNYA ,,SHUTLE BUS RAGUNAN,3228
Desember,2019, ANGKUTAN UMUM LAINNYA ,,SHUTLE BUS LISTRIK MONAS,5888
Desember,2019, ANGKUTAN UMUM LAINNYA ,,SHUTLE BUS ANCOL,211
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-1,TANJUNG PRIOK - PLUMPANG,101923
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-2,KAMPUNG MELAYU - DUREN SAWIT,80934
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-3,LEBAK BULUS - PONDOK LABU,77369
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-4,GROGOL - JEMBATAN DUA,67328
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-5,SEMPER - ROROTAN,119052
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,127045
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-7,TANAH ABANG - TAWAKAL,87101
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-8,ROXY - BENDUNGAN HILIR,23796
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-9,ROXY KARET,14795
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-10,TANAH ABANG-KOTA,80575
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-11,TANAH ABANG-KEBAYORAN LAMA,92314
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,79521
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-13,TANAH ABANG - KOTA INTAN ,6703
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-14,TANAH ABANG-MERUYA,183652
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-15,TANJUNG PRIOK - BULAK TURI,187964
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-16,PGC - CONDET,14212
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-17,PULOGADUNG - SENEN,53681
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-18,STASIUN KALIBATA - KUNINGAN,40233
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-19,PINANG RANTI - SETU,221115
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-20,LUBANG BUAYA - CAWANG UKI,135733
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-21,DWIKORA - CILILITAN,150666
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-22,PENAS KALIMALANG - DWIKORA,70918
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-24,SENEN - PULOGADUNG VIA KELAPA GADING,113709
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-25,PASAR REBO - KALISARI,10178
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-26,RAWAMANGUN - DUREN SAWIT,82054
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-27,PULOGEBANG - ROROTAN,88738
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-28,PASAR REBO - TAMAN WILADATIKA,129005
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-29,TANJUNG PRIOK - KELAPA GADING,175761
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-30,MERUYA - CITRALAND,257576
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-31,PONDOK LABU - BLOK M,138205
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-32,PETUKANGAN - LEBAK BULUS,172965
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-33,PULO GADUNG - KOTA,65224
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-34,RAWAMANGUN - KLENDER,101696
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-35,RAWAMANGUN - PANGKALAN JATI,248
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-36,CILANGKAP - CILILITAN,145216
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,141083
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-38,BULAK RINGIN - KAMPUNG RAMBUTAN,111347
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-39,DUREN SAWIT - KALIMALANG,91071
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-40,PULOGEBANG - TAMAN HARAPAN BARU,63107
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-41,KAMPUNG MELAYU - PULOGEBANG,6902
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-42,PONDOK KELAPA - KAMPUNG MELAYU,4935
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-43,TONGTEK - CILILTAN,34471
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-44,ANDARA - LENTENG AGUNG,88543
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-45,LEBAK BULUS - RAGUNAN,110838
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-46,KAMPUNG MELAYU - RAGUNAN,37033
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-47,PASAR MINGGU - CIGANJUR,86469
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-49,LEBAK BULUS - CIPULIR,25517
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-50,KALIDERES - PURI KEMBANGAN,103029
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-51,TAMAN KOTA - BUDI LUHUR,198177
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-52,KALIDERES - ANGKE,30035
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-53,GROGOL - PENGUMBEN,4883
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-54,GROGOL - BENHIL,32843
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-56,GROGOL - SRENGSENG,68294
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-58,CILINCING - ROROTAN,143852
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-59,RAWASENGON - RAWAMANGUN,156543
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,107059
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-61,PULOGADUNG - CEMPAKA PUTIH,66726
Desember,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-64,LENTENG AGUNG - ASELI,84823
